year,month,EDACaP010101,EDACaP010102,EDACaP010103,EDACaP010104,EDACaP010105,EDACaP010106,EDACaP010201,EDACaP010202,EDACaP010203,EDACaP010204,EDACaP010205,EDACaP010206,EDACaP010207,EDACaP010208,EDACaP010209,EDACaP010210,EDACaP010301,EDACaP010302,EDACaP010303,EDACaP010304,EDACaP010305,EDACaP010306,EDACaP010307,EDACaP010401,EDACaP010402,EDACaP010403,EDACaP010404,EDACaP010405,EDACaP010406,EDACaP010407,EDACaP010408,EDACaP010501,EDACaP010502,EDACaP010503,EDACaP020101,EDACaP0201011,EDACaP020102,EDACaP020103,EDACaP020104,EDACaP020105,EDACaP0201051,EDACaP020106,EDACaP020201,EDACaP020202,EDACaP020203,EDACaP020204,EDACaP020205,EDACaP020206,EDACaP020207,EDACaP0202071,EDACaP020301,EDACaP020302,EDACaP020303,EDACaP020304,EDACaP020305,EDACaP020306,EDACaP020401,EDACaP020402,EDACaP020403,EDACaP020404,EDACaP020405,EDACaP020501,EDACaP020502,EDACaP020503,EDACaP020504,EDACaP020505,EDACaP030101,EDACaP030102,EDACaP030103,EDACaP030104,EDACaP030105,EDACaP030106,EDACaP030107,EDACaP030108,EDACaP030109,EDACaP030110,EDACaP030111,EDACaP030112,EDACaP030113,EDACaP030114,EDACaP030115,EDACaP030116,EDACaP030117,EDACaP030119,EDACaP030120,EDACaP030121,EDACaP030201,EDACaP030202,EDACaP030203,EDACaP030204,EDACaP030205,EDACaP030206,EDACaP030207,EDACaP030208,EDACaP030209,EDACaP030211,EDACaP030301,EDACaP030302,EDACaP030303,EDACaP030304,EDACaP030305,EDACaP030306,EDACaP030307,EDACaP030308,EDACaP030310,EDACaP030311,EDACaP030401,EDACaP030402,EDACaP030403,EDACaP030404,EDACaP030405,EDACaP030406,EDACaP030407,EDACaP030408,EDACaP030409,EDACaP030410,EDACaP030411,EDACaP030412,EDACaP030413,EDACaP030414,EDACaP030415,EDACaP030416,EDACaP030419,EDACaP030420,EDACaP030501,EDACaP030502,EDACaP030503,EDACaP030504,EDACaP030505,EDACaP030506,EDACaP030507,EDACaP030508,EDACaP030509,EDACaP030510,EDACaP030511,EDACaP030512,EDACaP030513,EDACaP030514,EDACaP030515,EDACaP030516,EDACaP030517,EDACaP030518,EDACaP030519,EDACaP030521,EDACaP030522,EDACaP030523,EDACaP030601,EDACaP030602,EDACaP030603,EDACaP030604,EDACaP030605,EDACaP030606,EDACaP030607,EDACaP030608,EDACaP030609,EDACaP030610,EDACaP030611,EDACaP030612,EDACaP030613,EDACaP030614,EDACaP030616,EDACaP030617,EDACaP030618,EDACaP030701,EDACaP030702,EDACaP030703,EDACaP030704,EDACaP030705,EDACaP030706,EDACaP030707,EDACaP030708,EDACaP030709,EDACaP030710,EDACaP030711,EDACaP030713,EDACaP030801,EDACaP030802,EDACaP030803,EDACaP030804,EDACaP030805,EDACaP030806,EDACaP030901,EDACaP030902,EDACaP030903,EDACaP030904,EDACaP030905,EDACaP030906,EDACaP030907,EDACaP031001,EDACaP031002,EDACaP031003,EDACaP031004,EDACaP031005,EDACaP031101,EDACaP031201,EDACaP040101,EDACaP040102,EDACaP040103,EDACaP040104,EDACaP040105,EDACaP040106,EDACaP040107,EDACaP040108,EDACaP040109,EDACaP040110,EDACaP040111,EDACaP040112,EDACaP040113,EDACaP040114,EDACaP040115,EDACaP040116,EDACaP040117,EDACaP040118,EDACaP040119,EDACaP040201,EDACaP040202,EDACaP040203,EDACaP040204,EDACaP040205,EDACaP040206,EDACaP040207,EDACaP040208,EDACaP040209,EDACaP040210,EDACaP040211,EDACaP040212,EDACaP040213,EDACaP040214,EDACaP040215,EDACaP040216
2009,10,10.35,13.14,13.89,13.89,12.44,24.03,13.56,12.68,9.31,18.2,18.2,10.18,13.62,10.83,8.93,5.68,12.77,25.86,28.75,19.5,13.46,22.93,25.38,4.19,9.14,10.3,21.7,21.7,29.26,25.89,35.58,7.89,12.34,24.03,0.09,4.55,0.84,5.15,4.02,2.09,22.14,21.01,3.09,25.38,12.5,4.81,0,17.79,0,5.22,49.71,57.27,21.79,40,24.94,64.6,7.01,19.75,5.56,8.35,20.81,20.83,37.82,27.37,50.18,24.94,19.33,33.89,28.47,25.28,24.67,11.54,24.03,31.88,23.39,29.71,26.93,40.22,30.31,39.1,62.91,24.8,13.34,33.89,30.99,54.01,34.46,35.14,47.39,50.52,37.28,42.94,61.05,87.71,63.93,89.76,17.18,35.19,42.37,20.98,37.89,37.89,63.33,64.81,29.82,31.03,50.9,59.05,61.96,59.37,86.54,69.49,77.02,80.57,94.68,62.59,50.9,52.05,48.26,36.94,38.64,52.05,65.3,38.64,28.15,28.79,21.9,35.46,72.73,70.87,68.11,78.35,59.5,59.63,63.71,59.63,48.95,65.23,64.6,54.39,61.78,63.17,86,27.1,59.5,35.46,96.22,87.46,88.1,71.82,93.21,93.21,107.24,72.98,130.82,97.79,97.79,105.16,66.12,62.81,107.24,105.16,97.83,85.52,48.54,97.83,98.77,154.02,115.42,96.22,129.47,129.47,137.99,87.44,90.93,12.39,18.56,17.55,21.56,5.13,14.92,129.09,170.92,170.92,178.26,129.09,67.9,154.02,67.77,42.28,36.48,50.18,47.64,63.21,67.77,137.2,105.34,148.27,103.97,105.34,118.78,139.45,119.07,135.87,119.07,149.49,181.75,103.97,163.47,150.04,134.57,103.97,163.47,139.45,145.94,132.86,159.52,151.37,124.07,229.83,165.91,123.33,123.33,243.24,243.24,209.83,189.17,176.67,176.67,124.33
2009,11,1.2,6.72,10.52,10.52,1.5,10.6,8.61,11.52,7.08,5.57,5.57,9.57,9.58,3.94,3.79,4.22,15.6,15.57,14.68,17.59,8,11.92,8.94,9.87,6.64,6.36,11.54,11.54,14.24,13.41,13.88,1.34,1.12,3.08,5.55,8.75,7.76,7.49,9.74,8.18,21.11,18.38,11.27,8.94,9.72,9.53,0,11.52,0,9.12,5.53,8.55,6.54,6.72,12.5,7.57,9.11,16.9,8.43,8.96,18.87,17.23,8.82,12.83,14.3,12.5,9.68,19.48,19.02,11.69,8.24,0,3.08,2.58,10.67,11.42,10.06,0,0,0,0.65,8.85,10.4,19.48,3.18,8.53,7.91,7.42,8.53,9.6,10.48,13.97,9.69,8.37,9.24,8.52,10.09,15.92,13.32,11.05,11.17,11.17,19.07,17.87,11.07,11.21,8.19,7.92,12.33,14.71,14.25,15.87,14.03,10.83,11.47,6.75,8.19,4.51,7.76,10.61,8.11,4.51,8,8.11,3.27,2.53,0.4,0.82,15.38,11.76,16.81,17.11,13.59,7.96,11.96,7.96,5.02,10.14,7.57,5.13,11.97,7.11,10.02,11.24,13.59,0.82,9.36,8.4,6.38,7.59,0,0,5.07,12.11,8.39,12.21,12.21,10.74,9.84,4.48,5.07,10.74,8.3,9.48,12.25,8.3,12.66,8.66,8.21,9.36,8.89,8.89,8.55,10.15,14.34,12.06,10.72,10.34,10.85,8.95,12.51,13.8,9.39,9.39,8.52,13.8,2.65,8.66,15.55,17.54,9.59,14.3,14.1,10.53,15.55,5.92,6.47,12.52,9.4,6.47,7.55,11,9.54,14.37,9.54,12.18,12.74,9.4,12.56,9.58,17.68,9.4,12.56,11,14.11,11.91,14.19,13.1,9.43,18.37,14.72,16.72,16.72,16.95,16.95,13.5,13.75,9.82,9.82,14.16
2009,12,0.2,0.26,0,0,0,3.96,0,0.42,1.4,0,0,0,0,1.77,0.48,3.18,6.87,9.82,8.61,6.43,3.77,3.04,10.92,4.72,1.28,6.2,8.43,8.43,17.95,14.91,12.29,0,0,0,0,0.41,0,0.2,0,0,12.22,10.62,8.37,10.92,7.96,8.14,0,26.06,0,0,5.84,17,2.59,7.97,9.44,15.14,8.44,12.63,10.16,13.35,19.71,15.54,10.92,18.96,20.19,9.44,2.52,16.09,12.27,3.81,0.32,0,0,0.03,5.96,3.96,2.55,1.2,0,0,0.36,5.19,8.49,16.09,0,3.23,13.15,4.26,9.52,18.55,20.33,16.75,16.9,16.6,6.78,14.52,17.63,15.82,14.04,14.29,19.62,19.62,20.33,21.12,14.31,18.38,18.38,21,21.54,20.53,27.55,31.15,35.52,31.87,27.56,23.52,18.38,14.02,11.88,22.94,17.01,14.02,22.06,17.01,13.52,7.1,8.38,9.26,33.58,31.44,27.83,26.91,27.09,14.36,13.01,14.36,17.21,16.46,15.14,16.59,14.9,14.8,16.2,21.53,27.09,9.26,16.8,17.92,20.61,22.93,16.45,16.45,20.33,6.58,15.3,9.36,9.36,11.43,6.42,10.97,20.33,11.43,11.47,0,2.38,11.47,7.89,20.51,15.93,16.8,15.08,15.08,16.53,15,5.05,7.73,8.32,11.97,8.92,4.77,6.72,10.29,22.75,22.75,8.65,10.29,0,20.51,32.18,24.94,12.52,20.19,26.61,1.17,32.18,2.32,0.14,0.35,0.27,0.14,0,1.74,0.07,2.11,0.07,0.54,7.47,0.27,3.98,8.05,1.93,0.27,3.98,1.74,6.27,8.87,9.71,2.34,21.94,25.26,14.73,19.85,19.85,15.76,15.76,27.06,11.84,27.93,27.93,24.47
2010,1,0.92,0.62,1.31,1.31,7,13.82,7.59,10.74,6.31,0,0,0.9,5.39,4.66,0.91,3.92,11.85,19.34,9.89,11.42,3.02,0.23,11.92,4.99,0.74,5.11,6.25,6.25,15.97,17.44,6.34,0,0.14,1.55,1.24,16.84,4.58,4.13,4.85,6.23,13.3,7.84,14.31,11.92,12.74,16.62,0,22.62,0,10.03,6.81,0.21,6.2,6.92,10.19,6.44,15.44,12.91,23.67,23.26,19.46,16.09,10.33,14.4,13.12,10.19,10.1,16.09,9.75,8.24,5.13,0,1.55,0.2,5.22,2.03,1.5,0,0,0,0.4,2.94,4.37,16.09,0.39,2.76,5.19,3.7,5.68,7.92,11.52,9.09,11.2,9.59,6.52,8.45,10.01,15.11,10.59,10.14,7.16,7.16,14.35,19.47,11.78,8.25,10.76,11.36,12.45,12.46,18.95,25.8,23.95,14.77,14.01,12.62,10.76,11.65,12.27,16.14,12.41,11.65,10.69,12.41,15.35,13.07,15.21,13.83,16.26,15.06,17.09,13.26,14.52,10.52,10.67,10.52,7.38,1.73,6.44,1.81,0.43,0,7.36,17.34,14.52,13.83,16.19,14.5,12.88,11.64,13.06,13.06,18.84,4.24,11.78,9.38,9.38,10.62,5.1,9.67,18.84,10.62,10.81,6.24,9,10.81,8.77,18.13,12.44,16.19,9.21,9.21,7.73,1.27,3.1,12.66,10.65,9.15,8.96,6.11,7.81,10.06,23.75,23.75,9.25,10.06,0,18.13,19,20.2,10.3,13.12,17.13,4.84,19,0.33,0,6.61,4.09,0,3.01,7.1,1.07,4.18,1.07,1.84,7.77,4.09,9.22,7.9,1.61,4.09,9.22,7.1,0.22,4.05,6.08,1.74,21.08,7.51,8.02,10.99,10.99,4.52,4.52,9.23,3.65,14.81,14.81,14.67
2010,2,0,0,0.28,0.28,0,0.45,4.11,2.56,0.21,0,0,0,0,0.2,0.2,3.33,3.59,0.67,1.43,0.46,0.19,0.36,3.4,5.23,0,2.97,9.44,9.44,11.82,12.64,9.04,0.1,0,0,10.06,16.52,13.54,14.43,26.57,15.3,26.73,21.88,10.3,3.4,4.64,9.34,0,9.73,0,16.85,57.99,96.34,55.92,64.55,64.2,63.76,14.12,17.45,16.08,11.08,15.67,33.15,75.22,45.38,51.1,64.2,0.85,11.57,8.59,0,0,0.01,0,0,2.32,0.68,2.38,0.16,0.03,0.05,4.35,0,4.71,11.57,0,5.8,5.95,0,0.66,5.3,9.57,14.71,13.3,8.94,3.91,6.72,9.69,16.87,12.51,12.18,15.97,15.97,16.76,26.67,10.09,20.01,22.1,30.06,27.87,20.25,33.08,33.85,43.8,41.68,38.54,35.41,22.1,15.52,22.45,40.64,34.63,15.52,17.7,34.63,30.07,26.89,37.29,39,43.72,35.61,38.27,43.57,48.16,62.58,47.88,62.58,52.22,65.55,63.76,56.34,66.97,53.4,46.95,44.78,48.16,39,13.41,14.28,14.75,14.46,15.64,15.64,19.66,10.3,13.48,11.76,11.76,13.2,10.33,17.46,19.66,13.2,9.1,4.5,8.97,9.1,5.03,14.83,11.58,13.41,11.31,11.31,11.12,6.25,6.53,3.51,8.37,7.28,8.85,5.7,3.1,10.35,18.36,18.36,10.05,10.35,0.32,14.83,56.37,47.11,63.06,51.1,52.18,2.14,56.37,6.21,9.56,6.62,7.2,9.56,7.13,7,6.83,1.81,6.83,2.63,13.84,7.2,12.65,15.1,6.03,7.2,12.65,7,5.6,6.62,9.92,5.22,21.16,10.4,10.71,14,14,7.39,7.39,9.18,7.21,17.34,17.34,14.91
2010,3,10.63,14.93,13.84,13.84,5.42,23.32,24.75,31.36,23.5,20.87,20.87,18.19,17.41,22.5,20.41,16.94,35.16,54.42,37.75,35.2,23.42,22.63,19.8,10.61,11.8,16.49,16.16,16.16,24.34,26.85,18.16,0,2.85,1.24,15.68,13.95,17.73,24.12,23.49,29.06,61.83,36.57,16.87,19.8,19.76,16.91,0,22.22,0,9.84,85.53,76.96,69.05,68.46,77.15,63.12,29.54,41.11,27.92,29.08,37.44,95.99,78.71,117.23,105.56,77.15,14.04,40.77,43.7,14.1,4.88,0,1.24,8.35,11.21,12.15,8.16,0,0,0.09,0.25,6.2,9.95,40.77,3.38,7.06,16.89,5.81,13.48,24.27,24.09,19.21,31.22,21.28,11.17,17.63,22.91,35.39,24.27,19.33,39.8,39.8,41.92,51.84,22.73,27.45,36.94,50.94,48.52,47.44,54.76,61.57,72.74,49.55,53.89,49.83,36.94,34.61,37.85,45.49,39.26,34.61,32.88,39.26,36.97,29.13,44.4,46.87,71.35,64.68,90.45,100.45,79.08,69.41,57.01,69.41,52.44,60.49,63.12,52.96,62.28,48.13,53.62,44.2,79.08,46.87,29.64,32.32,37.23,33.73,36.73,36.73,47.89,17.94,38.05,26.27,26.27,34.55,28.52,37.92,47.89,34.55,20.38,8.02,10.45,20.38,11.78,34.29,27.53,29.64,25.45,25.45,23.9,12.57,14.74,19.87,15.75,21.42,20.38,13.55,26.8,23.8,33.23,33.23,18.06,23.8,0,34.29,77.76,96.21,92.19,105.56,112.8,7.28,77.76,8.47,8.93,6.62,7.57,8.93,9.25,7.9,8.66,8.78,8.66,8.56,6.9,7.57,9.1,9.86,10.16,7.57,9.1,7.9,9.15,13.96,16.82,9.9,26.73,14.64,19.65,18.59,18.59,11.16,11.16,15.22,11.57,27.4,27.4,19.37
2010,4,25.67,35.38,34.75,34.75,26.36,36.3,57.62,64.07,45.22,41.47,41.47,49.59,38.06,21.82,35.47,16.98,100.8,135.48,124.06,105.33,57.64,86.39,109.88,44.92,38.92,39.72,61.76,61.76,84.98,61.91,87.05,20.73,31.76,33.87,22.04,63.83,26.07,14.38,22.99,29.09,49.92,64.67,62.35,109.88,54.91,67.16,0,114.54,0,31.72,56.1,62.66,36.61,55.25,41.37,71.35,62.62,59.83,62.94,54.8,77.59,57.34,74.31,65.67,107.03,41.37,36.87,61.27,59.41,45.79,34.97,17.46,33.87,33.17,33.04,20.47,23.39,21.81,12.42,3.56,15.12,17.92,32.98,61.27,35.18,21.21,37.85,12.72,23,47.12,60.32,53.7,59.6,52.54,21.77,35.55,77.61,60.9,58.07,75.23,73.19,73.19,73.84,67.91,60.16,66.39,67.88,86.88,75.77,79.19,89.85,83.05,112.14,105.52,101.22,91.89,67.88,84.56,88.66,72.35,65.94,84.56,82.77,65.94,63.08,55.05,54.02,62.47,81.52,85.54,109.3,95.41,77.85,72.42,71.44,72.42,76.22,94.75,71.35,83.02,61.88,83.9,76.38,70.39,77.85,62.47,67.16,76.32,73.14,71.72,88.81,88.81,100.59,43.87,69.86,57.46,57.46,66.2,48.5,77.36,100.59,66.2,49.07,21.17,11.87,49.07,39.39,51.03,49.8,67.16,47.8,47.8,37.77,23.83,27.79,43.86,71.75,77.34,45.51,39.32,36.42,44.26,50.58,50.58,26.84,44.26,18.58,51.03,110.83,81.79,73.94,107.03,102.2,19.77,110.83,29.18,33.63,53.71,48.52,33.63,51.69,47.09,36.64,32.05,36.64,29.31,55.81,48.52,52.27,53.2,36.96,48.52,52.27,47.09,39.53,26.64,48.49,40.17,51.35,54.92,53.39,57.24,57.24,47.02,47.02,57.5,45.56,65.78,65.78,51.26
2010,5,28.06,29.12,30.62,30.62,26.92,34.47,30.22,36.58,47.63,26.41,26.41,31.21,40.17,50.62,51.01,43.45,40.55,47.25,45.68,44.08,45.02,43.5,45.09,21.9,27.38,21.01,25.16,25.16,88.3,57.88,47.03,41.37,53.39,109.24,20.7,16.81,14.26,12.39,7.1,32.58,56.27,58.84,23.47,45.09,34.31,29.15,0,30.81,0,38.55,37.15,64.5,49.95,49,60.27,69.04,37.67,70.11,22.88,41.74,73.12,44.16,63.33,56.86,96.17,60.27,56.22,63.87,78.5,82.98,91.9,81.39,109.24,98.31,85.25,74.01,87.67,147.16,90.48,121.46,104.04,55.34,50.5,63.87,116.7,100.76,58.31,37.93,62.87,70.39,64.66,71.51,72.9,81.06,80.37,83.63,68.9,72.04,68.79,68.26,74.76,74.76,84.61,93.4,66.72,92.38,97.46,80.41,65.82,84.88,70.81,79.28,92.05,81.58,83.73,87.55,97.46,94.23,87.28,70.52,57.48,94.23,110.01,57.48,72.68,90.6,93.45,89.96,91.79,90.4,107.1,112.09,96.61,85.38,90.27,85.38,74.27,65.47,69.04,72.64,67,79.93,71.88,84.65,96.61,89.96,117.68,107.15,92.97,92.69,104.52,104.52,134.32,145.12,152.16,138.48,138.48,144.84,137.9,98.26,134.32,144.84,94.27,89.56,70.37,94.27,94.63,168.92,131.41,117.68,145.07,145.07,142.21,136.11,88.14,40.37,52.58,56.37,62.93,29.17,50.65,131.4,183.07,183.07,175.48,131.4,98.17,168.92,98.5,78.26,72.28,96.17,100.48,80.13,98.5,205.21,217.87,302.02,298.12,217.87,292.43,297.44,268.72,237.1,268.72,245.83,296.45,298.12,294.73,293.74,248.78,298.12,294.73,297.44,310.16,223.79,328.95,274.57,240.05,383.45,298.44,300.1,300.1,330.87,330.87,336.38,305.13,281.45,281.45,261.75
2010,6,148.69,115.3,110.07,110.07,238.59,218.5,43.42,31.29,44.79,63.88,63.88,83.36,140.38,119.72,64.38,86.63,21.94,15.01,15.14,23.71,26.18,17.03,6.34,34.09,17.81,9.08,15.66,15.66,4.42,5.56,16.25,155.84,255.33,258.15,0.6,0.53,3.28,3.71,1,0.89,1.95,1.57,0.99,6.34,5.82,0.72,0,2.18,0,5.33,14.07,20.66,7.91,13.08,7.89,21.33,2.69,0.31,0.63,0.42,0.22,2.78,13.57,7.82,16.86,7.89,210.63,171.16,127.22,150.45,177.91,210.14,258.15,162.16,96.98,112.49,140.54,173.73,178.04,188,205.38,76.95,50.61,171.16,236.38,177.24,57.54,88.37,111.77,75.35,34.79,23.87,50.91,69.88,124.5,81.7,28.53,6.82,17.64,24.39,16.72,16.72,17.19,6.02,25.03,22.68,36.83,27.84,12.46,14.12,11.54,10.33,15.21,21.76,15.29,33.94,36.83,50,45.18,30.86,24.29,50,57.87,24.29,42.48,58.16,54.73,51.55,31.43,28.15,26.54,32.25,31.6,24.5,39.63,24.5,59.44,39.67,21.33,68.56,39.14,59.42,38.13,30.12,31.6,51.55,124.6,106.14,89.96,67.41,88.37,88.37,124.77,112.11,118.79,131.1,131.1,138.41,123.1,78.37,124.77,138.41,94.7,223.71,155.48,94.7,195.66,187.23,135.08,124.6,123.12,123.12,152.42,138.53,232.42,34.83,22.1,30.5,24.07,45.76,45.92,230.12,231.22,231.22,253.84,230.12,234.2,187.23,18.52,7.96,16.83,16.86,12.92,143.87,18.52,285.97,309.64,373.06,367.71,309.64,342.07,336.08,317.4,238.96,317.4,278.58,296.24,367.71,339.99,333.21,240.34,367.71,339.99,336.08,283.1,242.67,214.17,270.74,247.29,414.64,278.54,292.96,292.96,422.79,422.79,361.17,330.34,328.2,328.2,270.83
2010,7,276.02,261.1,220.73,220.73,330.85,270.25,188.18,181.14,204.42,190.88,190.88,204.63,228.04,228.27,245.67,222.09,156.98,142.03,160.44,155.37,191.42,187.49,127.92,220.45,212.3,176.96,226.12,226.12,205.95,210.72,273.6,273.79,398.43,437.3,55.44,53.16,33.73,42.31,36.76,69.12,150.04,141.95,70.39,127.92,144.93,100.14,0,51.13,0,33.84,92.93,107.85,110.15,123.84,144.46,199.45,112.7,153.16,82.79,103.03,181.66,143.55,183.66,135.19,205.8,144.46,339.29,286.35,343.4,347.74,342.2,297.57,437.3,318.87,318.03,383.74,333.21,273.24,252.74,264.16,373.08,374.08,303.42,286.35,385.74,330.3,393.71,421.05,488.3,475.81,367.78,357.93,387.83,381.82,428.57,368.84,315.66,248.7,323.26,352.07,422.79,422.79,391.27,248.76,361.25,385.95,429.01,505.51,390.74,393.12,337.63,278.21,309.49,421.16,395.69,543.78,429.01,336.19,365.49,366.39,461.6,336.19,383.24,461.6,376.53,345.75,324.06,353.6,397.24,428.95,260.34,300.17,387.3,258.92,340.29,258.92,289.37,244.33,199.45,269.25,199.25,238.17,307.56,353.99,387.3,353.6,398.19,411.67,400.3,369.46,365.57,365.57,430.32,303.21,323.18,304.04,304.04,315.52,310.44,326.31,430.32,315.52,363.13,430.1,386.79,363.13,393.75,386.24,369.12,398.19,328.49,328.49,302.67,258.75,399.22,232.05,261.72,322.28,296.61,211.76,265.45,407.64,385.4,385.4,381.23,407.64,362.16,386.24,298.84,227.15,217.57,205.8,208.67,436.05,298.84,275.68,314.64,357.48,332.01,314.64,345.67,281.59,307.73,240.42,307.73,276.75,227.66,332.01,323.06,284.95,203.07,332.01,323.06,281.59,322.61,296.67,337.54,307.01,294.36,356.2,291.46,279.76,279.76,364.26,364.26,363.02,306.99,346.89,346.89,295.23
2010,8,262.3,242.89,242.68,242.68,355.23,314.11,199.52,179.81,234,220.01,220.01,233.54,265.24,311.04,321.63,306.27,158.33,151.28,186.04,189.93,224.51,218.92,158.27,301.17,290.4,286.65,321.37,321.37,305.94,284.96,355.66,301.54,410.37,472.26,81.03,82.07,47.75,66.82,74.57,119.74,228.35,217.51,134.71,158.27,216.51,191.78,0,85.45,0,54.81,150.74,105.36,161.44,152.11,201.34,218.3,172.89,212.5,166.55,218.9,238.33,229.08,184.02,241.67,285.7,201.34,334.77,337.59,345.11,313.29,307.69,355.27,472.26,295.56,318.8,344.11,283.97,242.55,264.11,250.65,319.52,357.58,345.97,337.59,381.99,288.46,410.66,406.72,493.07,485.29,392.6,347.03,348.88,341.96,409.99,337.07,380.92,306.94,375.48,388.22,399.08,399.08,386.02,280.74,410.77,362.43,363.23,387.88,356.13,364.89,357.87,333.15,369.2,454.5,402.43,395.16,363.23,271.22,286.18,340.47,413.27,271.22,323.98,413.27,331.57,314.56,318.85,345.16,390.9,439.75,333.42,334.06,357.36,256.05,345.3,256.05,285.65,246.25,218.3,226.98,173.85,214.99,342.85,320.09,357.36,345.16,338.71,348.09,324.62,298.37,282.99,282.99,347.35,275.2,322.43,321.56,321.56,309.24,232.04,215.92,347.35,309.24,305.74,347.65,379.21,305.74,328.22,314.56,290.95,338.71,240.1,240.1,224.06,221.4,331.62,325.81,365.88,394.47,372.95,292.91,336.47,370.41,363.6,363.6,395.12,370.41,316.44,314.56,386.24,290.49,219.83,285.7,302.5,378.04,386.24,269.77,327.35,322.85,316.2,327.35,322.66,276.56,293.59,234.11,293.59,267.98,252.59,316.2,273.62,280.22,193.05,316.2,273.62,276.56,265.34,296.85,339.01,310.64,230.27,343.28,293.26,263.75,263.75,336.21,336.21,274.07,289.67,251,251,229.6
2010,9,128.28,105.72,97.01,97.01,151.93,142.92,53.91,31.82,55.75,85.49,85.49,90.29,105.34,81.72,62.18,55.12,18.47,19.86,25.51,23.37,38.35,41.27,27.42,38.27,40.09,33.36,46.53,46.53,40.77,32.12,53.14,160.01,178.21,241.43,5.33,20.76,39.9,19.2,11.62,12.22,26.85,31.78,7.75,27.42,24.06,14.54,0,7.31,0,49.55,46.71,59.09,45.38,44.22,39.35,67.98,23.29,31.92,20.85,17.52,23.2,27.64,62.53,33.64,56.38,39.35,150.61,134.76,113.28,118.12,123.32,177.17,241.43,124.22,93.19,70.95,75.73,154.99,176.35,230.4,201.56,58.48,44.13,134.76,206.57,172.76,83.22,86.63,151.5,113.95,76.42,65.73,82.48,120.3,251.18,188.22,57.19,37.64,58.49,46.41,72.43,72.43,78.48,49.62,63.21,53.26,64.02,91.66,77.1,80.48,82.3,64.87,69.48,97.85,101.79,96.09,64.02,75.21,72.58,75.19,77.98,75.21,86.96,77.98,89.85,97.82,81.25,93.13,107.8,104.27,86.04,101.29,105.51,87.08,100.24,87.08,88.18,87.6,67.98,120.08,85.87,144.74,95.42,82.95,105.51,93.13,202.02,168.19,118.63,89.91,119.49,119.49,201.05,208.23,251.73,224.66,224.66,224.33,132.21,96.36,201.05,224.33,181.6,244.57,175.91,181.6,234.11,240.89,195.76,202.02,197.37,197.37,203.94,229.83,271.01,40.44,38.82,47.5,48.01,39.55,55.64,309.3,300.58,300.58,344.83,309.3,220.93,240.89,66.58,44.43,66.78,56.38,47.61,223.15,66.58,273.55,297.29,235.86,255.85,297.29,280.61,262.79,288.35,240.01,288.35,261.17,227.58,255.85,216.7,240.17,217.54,255.85,216.7,262.79,201.67,256.71,296.3,224.77,165.93,214.5,195.25,155.61,155.61,210.73,210.73,214.19,192.93,228.11,228.11,164.47
2010,10,17.55,17.95,18.32,18.32,36.83,38.75,7.91,4.12,0.62,11.83,11.83,11.38,12.68,5.27,0,0.64,2.11,6.14,7.11,6.92,1.25,7.76,6.54,0,1.95,0,6.9,6.9,10.53,10.75,13.58,23.79,39.39,61.38,0,0.66,0.16,1.09,0,0,0,0.1,0.81,6.54,3.12,1,0,2.02,0,4.55,0.84,1.9,2.01,0,2.48,5.48,0.65,2.2,3.96,4.5,8.94,0,2.2,0,7.94,2.48,35.21,27.99,28.23,34.82,47.48,46.4,61.38,54.77,28.07,18.79,25.3,89.54,68.26,75.18,99.35,14.43,10.16,27.99,64.75,63.46,22.66,21.6,29.02,25.1,13.58,11.51,12.18,19.19,34.01,27.53,10.01,14.5,19.04,11,15.4,15.4,23.72,11.51,16.33,8.54,10.54,14.25,13.61,16.93,16.73,12.86,12.99,12.58,17.26,15.59,10.54,7.5,8.26,10.63,9.44,7.5,11.21,9.44,6.57,4.75,1.64,6.21,14.37,12.5,10.88,13.91,13.01,8.26,11.64,8.26,6.41,2.2,5.48,4.88,2.44,3.54,10.39,9.63,13.01,6.21,41.73,30.92,18.12,12.2,14.09,14.09,25.7,17.16,33.22,19.97,19.97,17.58,9.32,9.39,25.7,17.58,48.02,84.14,36.14,48.02,56.62,63.62,48.65,41.73,44.85,44.85,43.94,24.63,69.24,9.7,8.9,11.03,11.84,0,13.68,72.61,78.84,78.84,106.17,72.61,118.94,63.62,9.74,6.33,6.06,7.94,6.49,37.03,9.74,103.59,86.72,63.84,68.47,86.72,69.16,94.48,81.19,96.12,81.19,93.7,101.28,68.47,85.33,90.99,121.81,68.47,85.33,94.48,47.79,67.15,60.08,64.27,29.02,62.7,46.63,42.89,42.89,74.35,74.35,79.55,48.24,55.09,55.09,43.35
